ix,BAC,age,collection_date,drink_type,num_drinks,sex,units,volume_consumed,weight
1113,0.012758255,2/17/71,2018-01-29T12:21:46.516984,Cab,0.5,meal,metric,72.79785845,317.2544505
1114,0.212807634,351,2018-01-29T12:21:46.517166,Beer,6,F,,72,160.76
1115,0.147964361,498,2018-01-29T12:21:46.517399,vidka,3.6,,metric,160.685394,207.258956
1116,0.03882826,9/17/68,2018-01-29T12:21:46.517789,IPA,2,Male,,24,196.62
1117,0.176948693,9/30/90,2018-01-29T12:21:46.518062,Warsteiner,8.3,M,,99.6,213.48
1118,0.054962505,448,2018-01-29T12:21:46.518383,vidka,2,male,,3,178.83
1119,0.083173856,474,2018-01-29T12:21:46.518712,vidka,1.9,F,SI,85.63498218,205.1003729
1120,0.033453691,537,2018-01-29T12:21:46.518949,Franziskaner Weissbier,1.7,M,,20.4,185.6
1121,0.047616054,573,2018-01-29T12:21:46.519153,shots,2.1,meal,metric,94.6009619,304.6993957
1122,0.144303523,580,2018-01-29T12:21:46.519357,Warsteiner,4.2,F,SI,1492.230499,244.14807
1123,0.049349381,5/17/89,2018-01-29T12:21:46.519531,Cab,0.9,,,4.5,133.76
1124,0.120507408,4/13/59,2018-01-29T12:21:46.519838,whiskey,3.4,F,,5.1,159.54
1125,0.267337482,8/5/95,2018-01-29T12:21:46.520029,Vin,8.9,F,,44.5,186.34
1126,0.028531283,1/4/56,2018-01-29T12:21:46.520205,Beer,1.2,male,,14.4,171.82
1127,0.196886148,39,2018-01-29T12:21:46.520375,Merlot,4.4,femeal,metric,650.9926295,183.8648253
1128,0.092021168,642,2018-01-29T12:21:46.520721,IPA,4.2,Male,metric,1490.584032,298.8534766
1129,0.010530865,38,2018-01-29T12:21:46.521166,Cab,0.6,male,metric,88.03019463,306.8106132
1130,0.100940824,651,2018-01-29T12:21:46.521522,Beer,4.2,Male,,50.4,188.52
1131,0.085427319,649,2018-01-29T12:21:46.521778,Cab,3.7,male,metric,547.1316139,305.1355952
1132,0.060599955,560,2018-01-29T12:21:46.522330,Scotch,2.1,Male,SI,93.02818647,263.954524
1133,0.035005371,58,2018-01-29T12:21:46.522548,Warsteiner,0.9,female,SI,321.5226905,256.0893364
1134,0.129995448,39,2018-01-29T12:21:46.522783,IPA,5.7,,,68.4,193.42
1135,0.231668331,7/3/86,2018-01-29T12:21:46.522981,shots,6.4,femeal,,9.6,152.14
1136,0.09688336,325,2018-01-29T12:21:46.523322,Cab,2.8,femeal,metric,414.3641222,244.0214417
1137,0.166459434,292,2018-01-29T12:21:46.523597,Merlot,6.2,Male,,31,175.33
1138,0.102223286,6/25/91,2018-01-29T12:21:46.523790,Beer,2.8,F,,33.6,145.79
1139,0.007883812,587,2018-01-29T12:21:46.523991,Bud Light,0.5,male,metric,177.2710462,269.9050394
1140,0.060667683,508,2018-01-29T12:21:46.524186,shots,2.4,M,,3.6,178.92
1141,0.118915736,47,2018-01-29T12:21:46.524367,Vin,4.2,male,,21,178.48
1142,0.036003181,56,2018-01-29T12:21:46.524606,shots,1.3,meal,SI,58.29670113,278.4617137
1143,0.142947172,4/6/73,2018-01-29T12:21:46.524878,Vino,4.5,femeal,SI,666.5989624,265.2040588
1144,0.058544066,56,2018-01-29T12:21:46.525096,shots,2.7,M,,4.05,183.8
1145,0.110115919,319,2018-01-29T12:21:46.525309,vidka,5.6,male,metric,249.5614216,337.4402388
1146,0.032041248,572,2018-01-29T12:21:46.525521,Scotch,1.6,meal,SI,72.03508816,265.6223251
1147,0.163715085,7/8/87,2018-01-29T12:21:46.525708,Scotch,6.6,male,,9.9,187.29
1148,0.184545917,26,2018-01-29T12:21:46.525883,Cab,6.7,M,SI,991.5817791,231.3127921
1149,0.070568564,10/15/71,2018-01-29T12:21:46.526070,IPA,2.7,male,,32.4,179.59
1150,0.059746617,1/10/94,2018-01-29T12:21:46.526241,Vin,2.1,femeal,,10.5,208.74
1151,0.172610347,438,2018-01-29T12:21:46.526410,shots,4.8,,,7.2,163.59
1152,0.08828658,485,2018-01-29T12:21:46.526565,vidka,3.1,Male,metric,137.9129302,231.9752484
1153,0.088986114,501,2018-01-29T12:21:46.526727,IPA,2.4,F,,28.8,152.06
1154,0.01734233,717,2018-01-29T12:21:46.526877,Vino,0.8,,,4,156.09
1155,0.27398846,7/30/95,2018-01-29T12:21:46.527031,shots,10,male,metric,442.500718,238.7405623
1156,0.100432947,4/5/74,2018-01-29T12:21:46.527231,whiskey,3.4,,metric,148.9571624,260.9630003
1157,0.046129912,53,2018-01-29T12:21:46.527410,Warsteiner,2.3,Male,,27.6,214.54
1158,0.096907824,410,2018-01-29T12:21:46.527574,shots,2.2,femeal,,3.3,117.73
1159,0.02984562,735,2018-01-29T12:21:46.527720,shots,1.6,,metric,71.97298301,285.3758026
1160,0.130504456,649,2018-01-29T12:21:46.527905,whiskey,3.2,femeal,metric,140.8520769,203.1687052
1161,0.254304968,8/31/92,2018-01-29T12:21:46.528064,Franziskaner Weissbier,6.9,female,SI,2450.893703,221.330894
1162,0.19238446,5/8/81,2018-01-29T12:21:46.528248,Cab,4.1,femeal,SI,608.0553447,175.6533212
1163,0.046992961,488,2018-01-29T12:21:46.528422,Franziskaner Weissbier,2.5,Male,,30,197.49
1164,0.02396144,8/19/95,2018-01-29T12:21:46.528569,Franziskaner Weissbier,1.1,meal,metric,391.015886,283.7943335
1165,0.035342012,533,2018-01-29T12:21:46.528747,Warsteiner,1.7,,,20.4,216.15
1166,0.042106744,41,2018-01-29T12:21:46.528893,Wine,1.8,meal,metric,266.5694618,264.6147085
1167,0.0495191,402,2018-01-29T12:21:46.529237,vidka,2.2,Male,,3.3,205.15
1168,0.072200716,4/4/59,2018-01-29T12:21:46.529412,vidka,2.6,female,metric,116.174123,270.9236037
1169,0.096048252,695,2018-01-29T12:21:46.529603,vidka,3.5,male,,5.25,168.72
1170,0.051632241,272,2018-01-29T12:21:46.529758,Scotch,2.2,meal,SI,98.1876731,279.2609853
1171,0.075384214,691,2018-01-29T12:21:46.529934,Franziskaner Weissbier,2.2,,SI,781.6747251,223.8756663
1172,0.208270089,378,2018-01-29T12:21:46.530103,Cab,5.6,,SI,829.5581658,208.928311
1173,0.010487089,57,2018-01-29T12:21:46.530271,Vin,0.4,Male,,2,187.07
1174,0.134339405,12/1/77,2018-01-29T12:21:46.530438,Bud Light,5,M,,60,172.48
1175,0.065826777,11/7/90,2018-01-29T12:21:46.530609,Warsteiner,1.8,,metric,636.9878181,219.8600717
1176,0.096265581,2/22/80,2018-01-29T12:21:46.530790,Vino,2.6,Female,metric,386.0695372,232.5468621
1177,0.063457025,62,2018-01-29T12:21:46.530972,Vin,2.8,male,,14,189.54
1178,0.027759679,732,2018-01-29T12:21:46.531141,Cab,1.6,male,,8,216.71
1179,0.027809284,268,2018-01-29T12:21:46.531295,whiskey,1.1,male,SI,48.59068272,225.8346883
1180,0.085765923,58,2018-01-29T12:21:46.531478,Vino,2.1,femeal,metric,310.8120452,192.7645108
1181,0.105672514,23,2018-01-29T12:21:46.531658,Vino,4.3,,,21.5,188.14
1182,0.20557776,30,2018-01-29T12:21:46.531825,Cab,5.7,F,,28.5,155.29
1183,0.134057365,9/13/76,2018-01-29T12:21:46.531991,Beer,5.4,male,,64.8,173.39
1184,0.110113097,711,2018-01-29T12:21:46.532165,Franziskaner Weissbier,3.4,Female,SI,1208.373988,243.0812118
1185,0.129202016,25,2018-01-29T12:21:46.532332,Scotch,3,F,metric,133.116302,192.5103616
1186,0.106794629,58,2018-01-29T12:21:46.532506,Scotch,3.8,femeal,metric,169.3623843,289.5675759
1187,0.065482802,541,2018-01-29T12:21:46.532685,Cab,2.2,female,,11,169.56
1188,0.07633873,7/3/56,2018-01-29T12:21:46.532919,Scotch,2.8,Male,metric,125.4326325,255.4052705
1189,0.099405223,450,2018-01-29T12:21:46.533158,Cab,2.7,femeal,metric,399.8194161,236.07802
1190,0.118426266,7/3/61,2018-01-29T12:21:46.533423,Warsteiner,3.1,femeal,,37.2,142.45
1191,0.125208008,596,2018-01-29T12:21:46.533612,Scotch,4,F,,6,177.47
1192,0.017490835,594,2018-01-29T12:21:46.533782,shots,0.5,female,,0.75,172.69
1193,0.122245212,44,2018-01-29T12:21:46.533939,Merlot,4.5,male,metric,666.2170368,234.7476106
1194,0.02741827,7/30/94,2018-01-29T12:21:46.534125,Vino,1.1,,SI,161.5295525,264.6177333
1195,0.054277631,2/27/59,2018-01-29T12:21:46.534785,Warsteiner,1.7,F,metric,603.5660207,259.2042018
1196,0.275101524,6/10/87,2018-01-29T12:21:46.535278,Warsteiner,7.4,F,,88.8,149.7
1197,0.120471535,293,2018-01-29T12:21:46.535670,Vin,4.1,F,,20.5,185.59
1198,0.08540333,301,2018-01-29T12:21:46.535920,Vino,4,M,,20,214.67
1199,0.054378752,38,2018-01-29T12:21:46.536146,Cab,2.6,M,,13,214.83
1200,0.105289675,391,2018-01-29T12:21:46.536375,Vino,5.4,M,,27,229.93
1201,0.065873723,612,2018-01-29T12:21:46.536587,Vin,3,male,,15,198.3
1202,0.047969426,475,2018-01-29T12:21:46.536808,Vino,1.9,meal,metric,280.1567391,262.6429912
1203,0.133017052,536,2018-01-29T12:21:46.536990,shots,5.1,Male,metric,226.3234573,256.3611959
1204,0.187710074,27,2018-01-29T12:21:46.537180,Vin,7.3,male,SI,1082.005684,254.9307156
1205,0.089151112,354,2018-01-29T12:21:46.537358,Vino,2.5,Female,metric,369.706978,220.5500982
1206,0.149863638,413,2018-01-29T12:21:46.537695,Merlot,5.8,M,,29,176.72
1207,0.071610995,9/29/64,2018-01-29T12:21:46.539620,vidka,2.3,meal,SI,103.254524,230.3178543
1208,0.240995927,271,2018-01-29T12:21:46.540334,IPA,6.7,,metric,2379.769482,223.4013093
1209,0.013315362,539,2018-01-29T12:21:46.540942,vidka,0.6,M,metric,26.07656116,285.319329
1210,0.104236532,652,2018-01-29T12:21:46.541532,Vino,4.2,Male,SI,620.9323008,259.436075
1211,0.201373001,11/14/92,2018-01-29T12:21:46.543017,Franziskaner Weissbier,9,M,metric,3197.085493,277.9831084
1212,0.218346923,302,2018-01-29T12:21:46.544020,Wine,7,femeal,SI,1036.40232,259.6316737
1213,0.033994242,597,2018-01-29T12:21:46.544837,shots,1.5,meal,metric,67.67386465,282.2948553
1214,0.069519825,582,2018-01-29T12:21:46.545540,Merlot,3.1,meal,,15.5,214.36
1215,0.109026961,674,2018-01-29T12:21:46.546145,Vino,4,Male,,20,168.66
1216,0.131192817,35,2018-01-29T12:21:46.546718,IPA,4.9,F,metric,1740.512684,295.9687589
1217,0.014524421,728,2018-01-29T12:21:46.546996,Vin,0.4,Male,,2,175.21
1218,0.238040811,5/15/93,2018-01-29T12:21:46.547163,Bud Light,9.1,M,,109.2,167.03
1219,0.039948241,50,2018-01-29T12:21:46.547336,vidka,1,F,metric,45.3146769,258.1330519
1220,0.054291171,281,2018-01-29T12:21:46.547519,Vino,2.1,M,,10.5,177.09
1221,0.156245053,414,2018-01-29T12:21:46.547674,vidka,5.8,,,8.7,204.45
1222,0.076615157,657,2018-01-29T12:21:46.547845,IPA,2.3,female,metric,817.3267293,265.6538084
1223,0.196897792,26,2018-01-29T12:21:46.548013,Scotch,8.5,M,,12.75,191.49
1224,0.140034203,381,2018-01-29T12:21:46.548174,whiskey,4,F,,6,167.11
1225,0.06561776,12/19/53,2018-01-29T12:21:46.548323,Bud Light,3.1,Male,SI,1100.441863,279.234097
1226,0.003563742,770,2018-01-29T12:21:46.548497,Vin,0.4,M,,2,197.84
1227,0.077652883,31,2018-01-29T12:21:46.548669,whiskey,2.4,,,3.6,178.65
1228,0.160218248,4/14/90,2018-01-29T12:21:46.548936,Franziskaner Weissbier,7.2,Male,metric,2555.005349,293.0143085
1229,0.079045874,33,2018-01-29T12:21:46.549138,Scotch,4.4,male,,6.6,252.38
1230,0.100072555,448,2018-01-29T12:21:46.549308,Franziskaner Weissbier,2.7,F,SI,959.458846,244.585299
1231,0.066248553,687,2018-01-29T12:21:46.549475,Scotch,2.6,meal,,3.9,172.53
1232,0.198065603,364,2018-01-29T12:21:46.549627,Beer,5.8,female,metric,2060.302197,238.3361366
1233,0.149894697,10/25/73,2018-01-29T12:21:46.549800,vidka,4,female,,6,157.66
1234,0.089151036,26,2018-01-29T12:21:46.549962,whiskey,2.8,female,SI,123.3255723,264.6580739
1235,0.09125241,713,2018-01-29T12:21:46.550135,Beer,2.5,female,,30,148.73
1236,0.053855788,733,2018-01-29T12:21:46.550325,Vino,2,Male,,10,174.57
1237,0.084956146,673,2018-01-29T12:21:46.550614,Vin,3.6,meal,,18,198.51
1238,0.041770198,755,2018-01-29T12:21:46.550793,shots,1.2,F,,1.8,187.39
1239,0.085846731,53,2018-01-29T12:21:46.550959,Franziskaner Weissbier,3.2,M,,38.4,162.27
1240,0.089440435,56,2018-01-29T12:21:46.551127,Scotch,3.1,female,,4.65,191.36
1241,0.128107131,54,2018-01-29T12:21:46.551291,Vin,4.1,female,,20.5,178.84
1242,0.048498658,386,2018-01-29T12:21:46.551454,Franziskaner Weissbier,2.3,male,SI,817.422201,354.485524
1243,0.019184903,720,2018-01-29T12:21:46.551616,Warsteiner,0.8,Female,metric,284.3864438,293.3041333
1244,0.150996732,7/21/68,2018-01-29T12:21:46.551936,whiskey,4.1,femeal,,6.15,145.77
1245,0.05211166,598,2018-01-29T12:21:46.552169,Franziskaner Weissbier,1.5,Female,SI,533.9312889,239.7830457
1246,0.185835906,25,2018-01-29T12:21:46.552590,Franziskaner Weissbier,8,meal,,96,192.46
1247,0.082050528,3/31/85,2018-01-29T12:21:46.552852,shots,3.1,,,4.65,172.63
1248,0.051517679,34,2018-01-29T12:21:46.553118,Vin,1.4,femeal,,7,153.65
1249,0.1449348,326,2018-01-29T12:21:46.553349,Franziskaner Weissbier,4.6,F,SI,1633.909049,261.8847069
1250,0.19437254,489,2018-01-29T12:21:46.553531,IPA,4.9,Female,SI,1740.490292,205.9465512
1251,0.044542545,10/20/61,2018-01-29T12:21:46.553835,Vin,1.8,Male,,9,226.66
1252,0.047072096,595,2018-01-29T12:21:46.554068,Warsteiner,2,,,24,162.66
1253,0.077286361,58,2018-01-29T12:21:46.554231,Warsteiner,3,meal,metric,1066.727215,265.6931497
1254,0.091886277,2/14/53,2018-01-29T12:21:46.554601,Warsteiner,2.7,female,metric,959.2748633,232.1228774
1255,0.12560536,359,2018-01-29T12:21:46.554921,Franziskaner Weissbier,5,Male,,60,178.94
1256,0.160665296,274,2018-01-29T12:21:46.555228,Vino,5.5,Female,,27.5,187.99
1257,0.070744162,64,2018-01-29T12:21:46.555780,whiskey,2,F,,3,160.01
1258,0.034702772,1/2/57,2018-01-29T12:21:46.556289,shots,1.2,,metric,53.42475759,252.8975159
1259,0.198531629,271,2018-01-29T12:21:46.556715,shots,5.6,,SI,247.2322296,227.0792721
1260,0.067965881,6/10/78,2018-01-29T12:21:46.557081,IPA,2.5,Male,,30,158.37
1261,0.228841234,29,2018-01-29T12:21:46.557422,Bud Light,6.8,female,SI,2414.824675,240.3044126
1262,0.062748467,408,2018-01-29T12:21:46.557743,Cab,2.9,male,metric,428.8426476,313.836151
1263,0.072413208,9/8/66,2018-01-29T12:21:46.558715,Beer,1.9,Female,SI,673.3995316,216.0522628
1264,0.161606361,46,2018-01-29T12:21:46.559209,Bud Light,4.8,Female,SI,1706.423217,240.043993
1265,0.065654237,695,2018-01-29T12:21:46.559552,Vin,3,male,SI,444.3778094,293.5804167
1266,0.111898628,35,2018-01-29T12:21:46.559845,whiskey,4.9,male,,7.35,182.87
1267,0.032843792,332,2018-01-29T12:21:46.560228,Bud Light,0.9,female,metric,319.5903677,209.4850794
1268,0.045041751,356,2018-01-29T12:21:46.560465,IPA,2.5,Male,,30,225.48
1269,0.177408174,58,2018-01-29T12:21:46.560665,Cab,3.9,femeal,metric,576.4255867,189.1368615
1270,0.109166228,48,2018-01-29T12:21:46.560922,Vin,4.1,male,metric,606.1721737,239.5066997
1271,0.116005157,6/3/85,2018-01-29T12:21:46.561268,vidka,3.1,F,,4.65,153.77
1272,0.072107046,7/19/55,2018-01-29T12:21:46.561479,Wine,2,F,,10,164.13
1273,0.079126103,43,2018-01-29T12:21:46.561662,Scotch,2.3,femeal,,3.45,160.87
1274,0.050262485,2/19/64,2018-01-29T12:21:46.561882,Beer,1.9,meal,metric,676.8267429,258.5043495
1275,0.100362606,8/5/83,2018-01-29T12:21:46.562147,Scotch,3.6,F,metric,158.8913875,289.0285237
1276,0.045725245,779,2018-01-29T12:21:46.562323,Franziskaner Weissbier,1.9,Male,,22.8,190.59
1277,0.044527445,2/28/69,2018-01-29T12:21:46.562487,Merlot,2,meal,,10,222.04
1278,0.27604715,260,2018-01-29T12:21:46.562706,Bud Light,6.9,femeal,,82.8,137.01
1279,0.26017034,370,2018-01-29T12:21:46.562975,shots,7.3,F,metric,322.744252,222.7744806
1280,0.113777369,7/16/77,2018-01-29T12:21:46.563343,Bud Light,5.6,,,67.2,202.75
1281,0.150295153,262,2018-01-29T12:21:46.563810,Franziskaner Weissbier,6.9,Male,SI,2450.068709,315.4379295
1282,0.1259946,51,2018-01-29T12:21:46.564130,Franziskaner Weissbier,4.4,F,metric,1562.696922,288.1502403
1283,0.057324759,5/16/64,2018-01-29T12:21:46.564457,Franziskaner Weissbier,1.4,female,metric,499.2234907,212.4163023
1284,0.026532446,54,2018-01-29T12:21:46.564659,Merlot,0.9,M,,4.5,148.5
1285,0.079022525,686,2018-01-29T12:21:46.564829,shots,2.2,female,,3.3,165.22
1286,0.017290623,57,2018-01-29T12:21:46.564983,Wine,0.4,Female,,2,163.81
1287,0.012466047,773,2018-01-29T12:21:46.565158,IPA,0.4,Female,,4.8,160.84
1288,0.121099802,463,2018-01-29T12:21:46.565316,Beer,5.2,M,SI,1847.89022,278.4829392
1289,0.065127431,670,2018-01-29T12:21:46.565478,Scotch,2.2,meal,metric,98.88825389,258.0223082
1290,0.082941826,765,2018-01-29T12:21:46.565637,IPA,2.7,F,metric,959.3703665,289.6125603
1291,0.121474346,649,2018-01-29T12:21:46.565797,Franziskaner Weissbier,3.2,Female,,38.4,163.53
1292,0.075762386,1/4/94,2018-01-29T12:21:46.565945,Merlot,3.1,Male,,15.5,194.49
1293,0.078181075,452,2018-01-29T12:21:46.566125,Franziskaner Weissbier,2.7,femeal,,32.4,193.26
1294,0.196772473,284,2018-01-29T12:21:46.566452,Cab,5.3,female,metric,785.3113312,223.5072959
1295,0.041007134,549,2018-01-29T12:21:46.566649,Wine,1.6,M,SI,237.0850149,275.5075315
1296,0.155879298,9/8/75,2018-01-29T12:21:46.566821,Cab,4.7,female,metric,695.7778815,252.5216436
1297,0.090807359,634,2018-01-29T12:21:46.567002,Franziskaner Weissbier,4.3,male,metric,1529.05786,303.1416918
1298,0.15573347,28,2018-01-29T12:21:46.567173,Bud Light,4.4,female,,52.8,156.4
1299,0.24419843,357,2018-01-29T12:21:46.567336,whiskey,6.7,female,,10.05,156.42
1300,0.141932983,21,2018-01-29T12:21:46.567485,Beer,4.6,femeal,metric,1634.727978,268.8359132
1301,0.108223512,396,2018-01-29T12:21:46.567664,whiskey,3,meal,,4.5,131.53
1302,0.093004277,63,2018-01-29T12:21:46.567810,whiskey,3.1,Female,metric,138.9025981,283.2053264
1303,0.081408155,55,2018-01-29T12:21:46.567982,Beer,2.3,female,,27.6,174.94
1304,0.075473196,28,2018-01-29T12:21:46.568142,Cab,2.7,F,metric,401.1326315,272.2292679
1305,0.057776409,1/15/76,2018-01-29T12:21:46.568431,Merlot,3,male,,15,217.67
1306,0.07178718,5/26/62,2018-01-29T12:21:46.568614,vidka,3.6,M,,5.4,233.47
1307,0.101457696,740,2018-01-29T12:21:46.568787,Beer,3.6,Female,,43.2,194.4
1308,0.033821362,414,2018-01-29T12:21:46.568945,Vin,0.7,female,,3.5,131.98
1309,0.152048587,41,2018-01-29T12:21:46.569101,Vino,4.8,Female,,24,174.9
1310,0.098295715,33,2018-01-29T12:21:46.569280,Scotch,4.5,,,6.75,218.32
1311,0.050659332,7/11/82,2018-01-29T12:21:46.569447,shots,2.8,meal,,4.2,227.9
1312,0.181598673,396,2018-01-29T12:21:46.569625,Bud Light,4.6,femeal,metric,1635.006987,201.7947357
1313,0.006077604,12/10/78,2018-01-29T12:21:46.569793,Bud Light,0.6,,,7.2,207.81
1314,0.017705933,5/22/58,2018-01-29T12:21:46.569969,vidka,0.8,male,,1.2,200.95
1315,0.025331163,47,2018-01-29T12:21:46.570140,Vin,1,M,,5,193.93
1316,0.057016617,5/9/77,2018-01-29T12:21:46.570313,Warsteiner,2.5,meal,metric,888.8806893,274.6249829
1317,0.096061768,295,2018-01-29T12:21:46.570494,Merlot,4.1,,metric,608.8107884,300.2625683
1318,0.069284797,8/10/75,2018-01-29T12:21:46.570893,IPA,2.4,male,SI,851.6201698,229.4852143
1319,0.240034608,12/22/89,2018-01-29T12:21:46.571152,Vin,5.4,F,SI,798.706322,185.9622161
1320,0.071250585,329,2018-01-29T12:21:46.571453,Merlot,3.7,male,,18.5,207.75
1321,0.200370757,502,2018-01-29T12:21:46.571765,Beer,4.2,Female,,50.4,115.23
1322,0.026461333,425,2018-01-29T12:21:46.571992,Merlot,0.7,femeal,,3.5,152.5
1323,0.084885456,50,2018-01-29T12:21:46.572168,vidka,3.9,male,,5.85,186.25
1324,0.177668496,334,2018-01-29T12:21:46.572355,Warsteiner,5.4,femeal,,64.8,169.04
1325,0.027367611,3/15/69,2018-01-29T12:21:46.572509,Franziskaner Weissbier,1,female,,12,196.48
1326,0.024237084,634,2018-01-29T12:21:46.572683,Vin,0.9,Male,SI,133.6147316,267.8153119
1327,0.075991524,11/24/61,2018-01-29T12:21:46.572850,Vino,3.1,M,metric,457.6435826,266.6542149
1328,0.145853511,472,2018-01-29T12:21:46.573047,Vin,3.8,female,metric,561.9145826,222.5393071
1329,0.085961439,30,2018-01-29T12:21:46.573213,Warsteiner,3.3,meal,metric,1172.581047,244.5401334
1330,0.102069352,10/23/66,2018-01-29T12:21:46.573392,Beer,4.4,,,52.8,201.02
1331,0.209130141,38,2018-01-29T12:21:46.573556,Merlot,5.9,femeal,,29.5,159.73
1332,0.015461638,506,2018-01-29T12:21:46.573771,Merlot,0.6,meal,,3,156.33
1333,0.091210374,6/4/76,2018-01-29T12:21:46.573975,Merlot,4.8,male,SI,708.7674303,327.0154285
1334,0.085438652,61,2018-01-29T12:21:46.574225,Warsteiner,3.7,meal,metric,1314.336122,293.1931043
1335,0.045434023,315,2018-01-29T12:21:46.574647,Cab,1,female,metric,149.4119429,205.4571343
1336,0.233648493,6/23/91,2018-01-29T12:21:46.574886,shots,6.6,Female,SI,293.8096162,231.9371166
1337,0.062740765,496,2018-01-29T12:21:46.575389,Beer,3,Male,metric,1066.172029,315.5885887
1338,0.047064318,59,2018-01-29T12:21:46.575971,vidka,2.5,meal,,3.75,226.79
1339,0.047588585,609,2018-01-29T12:21:46.576313,Beer,1.5,F,metric,531.2745437,245.4685112
1340,0.032387969,519,2018-01-29T12:21:46.576661,Warsteiner,0.6,female,SI,213.7158905,183.3264697
1341,0.082017217,763,2018-01-29T12:21:46.576913,Bud Light,2.4,Female,metric,853.462775,212.5005992
1342,0.196801418,5/24/75,2018-01-29T12:21:46.577225,Scotch,5.3,Female,SI,237.0320831,214.6740059
1343,0.05826036,54,2018-01-29T12:21:46.577802,Vin,2.3,male,,11.5,207.88
1344,0.097363862,3/15/72,2018-01-29T12:21:46.578596,whiskey,2.7,femeal,metric,120.3071683,211.6126157
1345,0.026956394,7/18/55,2018-01-29T12:21:46.579095,Wine,1.2,male,metric,178.5192614,262.7304376
1346,0.154084759,377,2018-01-29T12:21:46.579558,shots,6.4,meal,metric,284.6924665,284.5454597
1347,0.035559375,3/15/64,2018-01-29T12:21:46.579785,Bud Light,0.9,F,,10.8,150.75
1348,0.025393152,621,2018-01-29T12:21:46.580167,Vino,1,male,,5,211.65
1349,0.04458019,284,2018-01-29T12:21:46.580572,Vin,1.1,M,SI,162.9006539,245.0398028
1350,0.369610566,3/21/94,2018-01-29T12:21:46.580924,Cab,8.5,Female,,42.5,129.11
1351,0.088385356,9/20/70,2018-01-29T12:21:46.581299,Scotch,4.8,meal,metric,213.5466928,341.5509172
1352,0.178186092,24,2018-01-29T12:21:46.581566,Vino,7.3,Male,SI,1079.540336,271.6152872
1353,0.101410899,59,2018-01-29T12:21:46.582001,Vin,3.8,male,metric,561.5724657,236.2001904
1354,0.102102667,554,2018-01-29T12:21:46.582585,IPA,3.8,M,SI,1350.87903,245.0793115
1355,0.061729281,651,2018-01-29T12:21:46.582918,Vin,1.8,femeal,,9,178.22
1356,0.034655611,45,2018-01-29T12:21:46.583149,IPA,1.1,F,SI,389.3790538,262.9716762
1357,0.056962175,315,2018-01-29T12:21:46.583382,vidka,1.9,male,SI,83.45598915,230.7536314
1358,0.086115033,727,2018-01-29T12:21:46.583600,Cab,2.5,female,,12.5,150.76
1359,0.064742179,391,2018-01-29T12:21:46.583764,Vino,3.1,,,15.5,211.38
1360,0.098580482,469,2018-01-29T12:21:46.583912,shots,4.5,meal,metric,200.4789885,294.7741162
1361,0.144290274,55,2018-01-29T12:21:46.584072,Cab,4.1,femeal,,20.5,155.37
1362,0.050849774,61,2018-01-29T12:21:46.584241,Wine,2.8,M,SI,415.3160537,315.2241379
1363,0.083198425,8/18/62,2018-01-29T12:21:46.584458,Franziskaner Weissbier,2.3,F,,27.6,150
1364,0.040272005,709,2018-01-29T12:21:46.584620,Scotch,1.7,meal,,2.55,170.67
1365,0.013015676,353,2018-01-29T12:21:46.584766,Vino,0.9,Male,,4.5,171.27
1366,0.116119673,49,2018-01-29T12:21:46.584918,Wine,4.6,M,SI,680.2520948,241.1319779
1367,0.039726648,6/25/83,2018-01-29T12:21:46.585086,Vino,2.2,male,,11,223.06
1368,0.057788804,497,2018-01-29T12:21:46.585246,whiskey,2.4,male,SI,107.0513253,275.3079282
1369,0.133443726,496,2018-01-29T12:21:46.585405,Scotch,3.6,femeal,SI,159.551202,221.5959494
1370,0.137672253,34,2018-01-29T12:21:46.585569,vidka,5.8,meal,metric,256.7142708,282.4555506
1371,0.131954629,548,2018-01-29T12:21:46.585744,vidka,4.4,male,,6.6,161.58
1372,0.093062191,297,2018-01-29T12:21:46.585896,Beer,4,meal,,48,192.97
1373,0.11979182,1/13/64,2018-01-29T12:21:46.586043,vidka,3.2,F,metric,143.3334098,214.6017029
1374,0.098527788,6/20/83,2018-01-29T12:21:46.586214,IPA,2.9,,SI,1029.645139,249.2394645
1375,0.031992336,740,2018-01-29T12:21:46.586387,Bud Light,1.6,meal,SI,568.0044814,319.8235523
1376,0.190547703,48,2018-01-29T12:21:46.586545,Bud Light,4.1,femeal,,49.2,122.33
1377,0.084462451,11/28/54,2018-01-29T12:21:46.586714,IPA,3.2,M,metric,1137.56356,264.3763392
1378,0.120430704,8/7/92,2018-01-29T12:21:46.586887,whiskey,3.9,F,,5.85,174.54
1379,0.168182028,44,2018-01-29T12:21:46.587052,Beer,5,F,,60,159.95
1380,0.07737078,47,2018-01-29T12:21:46.587211,Vino,3.7,M,,18.5,215.65
1381,0.014628603,56,2018-01-29T12:21:46.587368,Beer,0.9,Male,SI,320.8647543,296.9664909
1382,0.024364974,715,2018-01-29T12:21:46.587640,Beer,0.8,M,SI,283.3873259,270.0302767
1383,0.110169979,359,2018-01-29T12:21:46.587843,Beer,5.9,meal,,70.8,225.49
1384,0.088016632,578,2018-01-29T12:21:46.588010,Cab,3.6,meal,metric,531.3768176,279.0407472
1385,0.103508181,655,2018-01-29T12:21:46.588194,Cab,3.2,femeal,,16,182.83
1386,0.103576527,2/19/69,2018-01-29T12:21:46.588353,Vino,2.6,Female,,13,157.99
